,ID,country,age_group,total_female,total_male,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_Arba_minch,night_Gamo_Gofa,first_trip_tz,total_cost,peak_period,is_african,total_persons,total_nights_spent,arrangement_Package Tour,travel_with_Children,travel_with_Friends/Relatives,travel_with_None,travel_with_Spouse,travel_with_Spouse and Children,purpose_Leisure and Holidays,purpose_Meetings and Conference,purpose_Other,purpose_Scientific and Academic,purpose_Visiting Friends and Relatives,purpose_Volunteering,main_activity_Bird watching,main_activity_Conference tourism,main_activity_Cultural tourism,main_activity_Diving and Sport Fishing,main_activity_Hunting tourism,main_activity_Mountain climbing,main_activity_Wildlife tourism,main_activity_business,"info_source_Friends, relatives","info_source_Newspaper, magazines,brochures","info_source_Radio, TV, Web",info_source_Trade fair,"info_source_Travel, agent, tour operator",info_source_inflight magazines,info_source_others,most_impressing_Excellent Experience,most_impressing_Friendly People,most_impressing_Good service,most_impressing_No comments,most_impressing_None,most_impressing_Satisfies and Hope Come Back,"most_impressing_Wonderful Country, Landscape, Nature",payment_mode_Credit Card,payment_mode_Other,payment_mode_Travellers Cheque
2632,4214,95,3,1.0,1.0,1,1,1,0,0,0,0,0.0,7.0,1,3093580.0,1,1,2.0,7.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2633,4215,95,3,2.0,1.0,1,1,1,1,0,0,0,0.0,7.0,1,43675125.0,1,1,3.0,7.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2634,4216,112,4,1.0,1.0,1,1,1,1,1,1,1,10.0,0.0,1,25194000.0,1,0,2.0,10.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2635,4218,51,2,0.0,1.0,0,0,0,0,0,0,0,2.0,0.0,0,59500.0,0,1,1.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2636,422,47,2,1.0,1.0,1,1,1,0,1,1,1,6.0,7.0,1,15249000.0,1,0,2.0,13.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2637,4220,95,3,1.0,1.0,1,1,1,1,0,0,0,0.0,7.0,0,23290238.0,1,1,2.0,7.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2638,4221,116,2,3.0,0.0,0,0,0,0,0,0,0,6.0,0.0,1,152600.0,0,1,3.0,6.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2639,4222,95,3,1.0,1.0,1,1,1,1,0,0,0,0.0,3.0,1,4072509.8,1,1,2.0,3.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2640,4223,116,2,0.0,1.0,0,0,0,0,0,0,0,3.0,0.0,0,1491750.0,0,1,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2641,4224,116,4,0.0,1.0,0,1,1,1,0,0,0,4.0,0.0,1,1823250.0,0,1,1.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2642,4225,116,2,0.0,1.0,0,0,0,0,0,0,0,4.0,0.0,0,1657500.0,0,1,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2643,4227,95,4,0.0,1.0,1,1,1,1,1,0,0,4.0,3.0,1,7490869.8,1,1,1.0,7.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2644,4230,47,0,1.0,1.0,1,1,1,1,0,1,1,0.0,7.0,1,6581057.0,1,0,2.0,7.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2645,4231,71,3,0.0,1.0,0,0,0,0,0,0,0,1.0,0.0,0,250000.0,0,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2646,4232,87,2,1.0,0.0,0,0,0,0,0,0,0,4.0,0.0,0,122000.0,0,1,1.0,4.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2647,4233,117,2,0.0,2.0,0,0,0,0,0,0,0,2.0,0.0,1,281775.0,0,1,2.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2648,4236,51,2,1.0,2.0,0,0,0,0,0,0,0,3.0,0.0,0,275495.22,0,1,3.0,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2649,4237,13,3,0.0,1.0,0,0,0,0,0,0,0,1.0,0.0,0,54000.0,0,1,1.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2650,4238,87,2,0.0,1.0,0,0,0,0,0,0,0,1.0,0.0,0,219000.0,0,1,1.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2651,4239,117,2,0.0,1.0,0,0,0,0,0,0,0,2.0,0.0,0,1607775.0,0,1,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2652,4240,117,2,0.0,1.0,0,0,0,0,0,0,0,3.0,0.0,0,200000.0,0,1,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2653,4241,117,2,0.0,1.0,0,0,0,0,0,0,0,3.0,0.0,0,745875.0,1,1,1.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2654,4242,108,2,0.0,1.0,0,0,0,0,0,0,0,5.0,0.0,0,2320500.0,0,1,1.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2655,4243,108,2,0.0,1.0,0,0,0,0,0,0,0,6.0,0.0,1,355000.0,0,1,1.0,6.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2656,4244,58,3,0.0,2.0,1,1,1,1,1,1,1,4.0,0.0,1,497250.0,1,0,2.0,4.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2657,4245,47,3,1.0,0.0,1,1,1,1,0,1,1,0.0,7.0,1,8058765.0,1,0,1.0,7.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2658,4246,117,2,0.0,1.0,0,0,0,0,0,0,0,2.0,0.0,1,663000.0,0,1,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2659,4248,13,0,0.0,1.0,0,0,0,0,0,0,0,3.0,0.0,0,50000.0,0,1,1.0,3.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2660,4249,108,0,0.0,1.0,0,0,0,0,0,0,0,60.0,0.0,0,1200000.0,0,1,1.0,60.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2661,425,96,3,0.0,0.0,0,1,1,1,1,1,0,5.0,6.0,1,19755742.5,1,0,0.0,11.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2662,4251,117,3,0.0,1.0,0,0,0,0,0,0,0,1.0,0.0,1,248625.0,0,1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2663,4252,116,2,0.0,1.0,0,0,0,0,0,0,0,4.0,0.0,0,704437.5,0,1,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2664,4254,33,2,3.0,2.0,1,1,0,1,1,1,1,7.0,0.0,1,27058687.5,1,0,5.0,7.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2665,4255,33,2,1.0,1.0,0,0,0,0,0,0,0,14.0,6.0,1,1657500.0,1,0,2.0,20.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2666,4256,112,3,1.0,1.0,1,1,1,1,1,1,1,6.0,4.0,1,72833280.0,1,0,2.0,10.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2667,4257,112,0,1.0,1.0,0,1,1,1,1,1,1,7.0,5.0,0,8287500.0,1,0,2.0,12.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2668,4258,17,2,1.0,1.0,0,0,0,0,0,0,0,5.0,5.0,1,6630000.0,1,0,2.0,10.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2669,4259,117,2,1.0,0.0,0,0,0,0,0,0,0,3.0,0.0,0,50724.0,0,1,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2670,426,96,2,6.0,6.0,0,0,0,0,0,0,0,4.0,4.0,1,500000.0,1,0,12.0,8.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2671,4261,47,2,1.0,1.0,1,1,1,1,0,0,1,0.0,7.0,1,8802982.5,1,0,2.0,7.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2672,4262,35,2,3.0,1.0,0,0,0,0,0,0,0,36.0,2.0,0,6807990.0,0,0,4.0,38.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2673,4263,116,3,0.0,1.0,0,0,0,0,0,0,0,5.0,0.0,0,195000.0,0,1,1.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2674,4264,112,2,1.0,1.0,0,0,0,0,0,0,0,1.0,6.0,1,2486250.0,1,0,2.0,7.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2675,4265,51,3,1.0,3.0,0,0,0,0,0,0,0,0.0,7.0,1,6630000.0,1,1,4.0,7.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2676,4266,51,3,1.0,1.0,1,1,1,1,1,0,0,0.0,3.0,1,5386875.0,1,1,2.0,3.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2677,4267,47,2,2.0,2.0,1,1,1,1,0,0,1,0.0,7.0,1,12265500.0,1,0,4.0,7.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2678,4269,33,3,1.0,1.0,0,1,1,1,1,1,0,7.0,7.0,1,10110750.0,1,0,2.0,14.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2679,427,25,2,1.0,1.0,0,0,0,0,0,0,0,20.0,0.0,1,3397875.0,1,0,2.0,20.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2680,4270,112,2,1.0,0.0,0,0,0,0,0,0,0,11.0,0.0,1,2154750.0,0,0,1.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2681,4271,14,4,1.0,1.0,1,1,1,1,1,1,0,7.0,0.0,1,15746250.0,1,0,2.0,7.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2682,4272,47,2,1.0,1.0,0,1,1,1,1,1,0,10.0,0.0,1,9945000.0,1,0,2.0,10.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2683,4273,3,0,0.0,1.0,0,1,1,1,0,0,0,10.0,0.0,1,2071875.0,0,0,1.0,10.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2684,4274,3,2,1.0,0.0,0,1,1,1,1,1,0,5.0,0.0,1,2362935.0,1,0,1.0,5.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2685,4275,45,2,1.0,1.0,0,1,1,1,1,1,0,6.0,0.0,1,4992526.0,1,0,2.0,6.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2686,4276,14,2,1.0,1.0,1,1,1,1,1,1,1,5.0,0.0,1,12190912.5,1,0,2.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2687,4277,112,4,1.0,0.0,1,1,1,1,0,0,0,4.0,0.0,0,5469750.0,0,0,1.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2688,4278,111,2,1.0,0.0,0,1,1,1,1,0,0,5.0,0.0,1,5154825.0,1,0,1.0,5.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2689,4279,51,3,0.0,1.0,0,0,0,0,0,0,0,2.0,0.0,0,828750.0,0,1,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2690,428,96,2,7.0,0.0,1,0,0,1,0,0,1,0.0,6.0,1,6581057.0,1,0,7.0,6.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2691,4281,111,0,0.0,1.0,0,0,0,0,0,0,0,6.0,7.0,1,114500.0,1,0,1.0,13.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2692,4282,3,2,1.0,1.0,1,1,0,1,1,1,0,16.0,5.0,1,23370750.0,1,0,2.0,21.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2693,4283,96,3,2.0,2.0,1,1,1,1,1,0,0,4.0,3.0,1,15885310.0,1,0,4.0,7.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2694,4285,111,2,0.0,1.0,0,1,1,1,1,0,0,14.0,0.0,0,9047259.0,1,0,1.0,14.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2695,4286,112,2,0.0,1.0,0,0,0,0,0,0,0,60.0,0.0,1,994500.0,0,0,1.0,60.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2696,4287,111,2,1.0,1.0,0,1,1,1,1,1,0,7.0,0.0,1,8900775.0,1,0,2.0,7.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2697,4288,112,3,1.0,0.0,0,1,1,1,1,1,0,2.0,0.0,1,3978000.0,1,0,1.0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2698,429,69,2,3.0,2.0,0,0,0,0,0,0,0,12.0,0.0,0,3513900.0,0,1,5.0,12.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2699,4290,95,3,1.0,1.0,0,0,0,0,0,0,0,1.0,0.0,1,883880.0,0,1,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2700,4291,112,3,1.0,0.0,1,1,1,1,0,0,0,6.0,0.0,1,5884125.0,0,0,1.0,6.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2701,4292,33,2,1.0,0.0,0,0,0,0,0,0,0,4.0,4.0,1,2013862.5,1,0,1.0,8.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2702,4295,47,3,1.0,1.0,1,1,1,1,1,1,0,0.0,7.0,1,10552384.5,1,0,2.0,7.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2703,4297,51,3,0.0,1.0,0,0,0,0,0,0,0,5.0,0.0,0,53500.0,0,1,1.0,5.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2704,4299,111,0,0.0,1.0,0,0,0,0,0,0,0,61.0,0.0,0,994500.0,0,0,1.0,61.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2705,430,95,2,1.0,1.0,0,0,0,0,0,0,0,0.0,6.0,1,4839900.0,1,1,2.0,6.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2706,4300,33,2,1.0,1.0,0,1,1,1,0,0,0,0.0,4.0,1,5469750.0,1,0,2.0,4.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2707,4301,33,2,1.0,1.0,1,1,1,1,1,1,1,7.0,3.0,1,1134665.0,1,0,2.0,10.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2708,4303,96,2,1.0,1.0,1,1,1,1,0,1,1,15.0,5.0,1,994500.0,1,0,2.0,20.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2709,4304,47,2,1.0,1.0,1,1,1,1,1,0,1,0.0,7.0,1,8169588.0,1,0,2.0,7.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2710,4305,96,0,3.0,1.0,1,1,1,1,1,1,0,0.0,15.0,1,828750.0,1,0,4.0,15.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2711,4306,117,2,0.0,1.0,0,0,0,0,0,0,0,2.0,0.0,0,497250.0,0,1,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2712,4307,117,2,0.0,2.0,0,0,0,0,0,0,0,3.0,0.0,1,497250.0,0,1,2.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2713,4308,33,3,2.0,3.0,1,1,1,1,1,1,1,12.0,4.0,1,43095000.0,1,0,5.0,16.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2714,4309,112,2,0.0,1.0,0,1,1,1,1,1,0,9.0,0.0,0,13260000.0,1,0,1.0,9.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2715,431,96,2,7.0,5.0,1,0,0,0,1,0,1,15.0,6.0,1,7375322.5,1,0,12.0,21.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2716,4310,47,2,1.0,1.0,1,1,1,1,0,0,1,0.0,7.0,1,7774724.58,1,0,2.0,7.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2717,4311,96,2,0.0,2.0,0,0,0,0,0,0,0,4.0,6.0,1,3315000.0,1,0,2.0,10.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2718,4312,117,3,0.0,1.0,0,0,0,0,0,0,0,2.0,0.0,0,663200.0,0,1,1.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2719,4313,3,2,0.0,1.0,0,0,0,0,0,0,0,0.0,10.0,1,1657500.0,0,0,1.0,10.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2720,4314,35,3,2.0,4.0,1,0,1,1,0,0,0,0.0,14.0,1,3630928.0,1,0,6.0,14.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2721,4315,116,2,0.0,1.0,0,0,0,0,0,0,0,9.0,0.0,0,655000.0,0,1,1.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2722,4316,3,3,1.0,0.0,1,1,1,1,1,1,0,6.0,0.0,1,21895575.0,1,0,1.0,6.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2723,4318,14,3,1.0,1.0,0,1,1,1,1,1,0,7.0,0.0,1,1823250.0,1,0,2.0,7.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2724,4319,35,2,1.0,1.0,1,1,1,1,1,1,0,9.0,9.0,1,453866.0,1,0,2.0,18.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2725,432,33,2,0.0,1.0,0,0,0,0,0,0,0,16.0,0.0,1,3315000.0,1,0,1.0,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2726,4320,78,3,0.0,1.0,0,0,0,0,0,0,0,5.0,1.0,0,2569125.0,1,0,1.0,6.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2727,4322,17,2,1.0,4.0,1,1,1,1,0,0,0,3.0,1.0,0,19475625.0,1,0,5.0,4.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2728,4323,111,0,1.0,0.0,1,1,1,1,0,1,0,12.0,3.0,1,5304000.0,1,0,1.0,15.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2729,4324,47,2,1.0,1.0,1,1,1,1,0,0,0,0.0,7.0,1,2496263.0,1,0,2.0,7.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2730,4325,63,3,1.0,0.0,0,1,1,1,1,1,0,6.0,0.0,1,4011150.0,1,0,1.0,6.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2731,4326,47,2,2.0,2.0,1,1,1,1,0,0,0,0.0,7.0,1,907732.0,1,0,4.0,7.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
