,ID,country,age_group,total_female,total_male,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_Arba_minch,night_Gamo_Gofa,first_trip_tz,total_cost,peak_period,is_african,total_persons,total_nights_spent,tour_arrangement_Package Tour,travel_with_Children,travel_with_Friends/Relatives,travel_with_None,travel_with_Spouse,travel_with_Spouse and Children,purpose_Leisure and Holidays,purpose_Meetings and Conference,purpose_Other,purpose_Scientific and Academic,purpose_Visiting Friends and Relatives,purpose_Volunteering,main_activity_Bird watching,main_activity_Conference tourism,main_activity_Cultural tourism,main_activity_Diving and Sport Fishing,main_activity_Hunting tourism,main_activity_Mountain climbing,main_activity_Wildlife tourism,main_activity_business,"info_source_Friends, relatives","info_source_Newspaper, magazines,brochures","info_source_Radio, TV, Web",info_source_Trade fair,"info_source_Travel, agent, tour operator",info_source_inflight magazines,info_source_others,most_impressing_Excellent Experience,most_impressing_Friendly People,most_impressing_Good service,most_impressing_No comments,most_impressing_None,most_impressing_Satisfies and Hope Come Back,"most_impressing_Wonderful Country, Landscape, Nature",payment_mode_Credit Card,payment_mode_Other,payment_mode_Travellers Cheque
2817,tour_4431,111,0,1.0,0.0,0,0,0,0,0,0,0,6.0,4.0,1,1361598.0,1,0,1.0,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2818,tour_4432,108,2,1.0,0.0,0,0,0,0,0,0,0,21.0,0.0,0,200000.0,0,1,1.0,21.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2819,tour_4433,13,3,0.0,1.0,0,0,0,0,0,0,0,1.0,0.0,1,110000.0,0,1,1.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2820,tour_4434,117,2,0.0,1.0,0,0,0,0,0,0,0,2.0,0.0,0,663000.0,0,1,1.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2821,tour_4436,108,2,0.0,1.0,0,0,0,0,0,0,0,14.0,0.0,0,400000.0,0,1,1.0,14.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2822,tour_4437,108,2,1.0,0.0,0,0,0,0,0,0,0,15.0,0.0,1,517000.0,0,1,1.0,15.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2823,tour_4438,47,2,1.0,1.0,1,1,1,1,0,1,1,0.0,7.0,1,6298500.0,1,0,2.0,7.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2824,tour_4439,47,2,1.0,1.0,1,1,1,1,0,0,0,0.0,7.0,1,1565837.7,1,0,2.0,7.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2825,tour_444,111,2,2.0,0.0,0,0,0,0,0,0,0,14.0,0.0,0,250000.0,0,0,2.0,14.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2826,tour_4440,95,2,1.0,1.0,1,1,1,1,1,1,1,2.0,0.0,0,99450000.0,1,1,2.0,2.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2827,tour_4441,84,0,0.0,1.0,0,0,0,0,0,0,0,55.0,0.0,1,1077375.0,0,0,1.0,55.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2828,tour_4442,33,2,2.0,3.0,1,1,1,0,0,0,1,0.0,7.0,1,21672101.5,1,0,5.0,7.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2829,tour_4446,117,2,1.0,1.0,0,0,0,0,0,0,0,3.0,0.0,1,182325.0,0,1,2.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2830,tour_4447,47,2,1.0,1.0,1,1,1,1,0,0,0,0.0,7.0,1,9531186.0,1,0,2.0,7.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2831,tour_445,78,3,1.0,1.0,0,1,0,0,0,0,0,30.0,0.0,0,3812250.0,0,0,2.0,30.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2832,tour_4450,96,2,1.0,1.0,1,1,1,1,0,1,1,0.0,6.0,1,663000.0,1,0,2.0,6.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2833,tour_4452,117,2,1.0,2.0,0,0,0,0,0,0,0,2.0,0.0,1,497250.0,0,1,3.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2834,tour_4453,117,2,0.0,1.0,0,0,0,0,0,0,0,4.0,0.0,0,265200.0,0,1,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2835,tour_4454,13,0,1.0,0.0,0,0,0,0,0,0,0,4.0,0.0,0,167000.0,0,1,1.0,4.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2836,tour_4455,47,2,1.0,1.0,1,1,1,0,0,0,1,0.0,13.0,1,9531186.0,1,0,2.0,13.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2837,tour_4456,87,0,1.0,0.0,0,0,0,0,0,0,0,4.0,0.0,0,550000.0,0,1,1.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2838,tour_4457,117,2,0.0,1.0,0,0,0,0,0,0,0,2.0,0.0,0,248625.0,0,1,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2839,tour_4458,47,2,1.0,1.0,1,1,1,1,0,1,1,0.0,7.0,1,8963853.5,1,0,2.0,7.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2840,tour_4459,112,3,0.0,3.0,0,0,0,0,0,0,0,30.0,0.0,1,15414750.0,0,0,3.0,30.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2841,tour_446,35,0,1.0,0.0,0,0,0,0,0,0,0,27.0,2.0,0,680799.0,0,0,1.0,29.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2842,tour_4460,100,0,1.0,1.0,0,0,0,0,0,0,0,4.0,0.0,1,356000.0,1,0,2.0,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2843,tour_4461,35,0,2.0,2.0,0,0,0,0,0,0,0,4.0,0.0,1,656200.0,1,0,4.0,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2844,tour_4462,47,0,2.0,2.0,1,1,1,0,0,0,0,0.0,7.0,1,1588531.0,1,0,4.0,7.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2845,tour_4465,112,3,1.0,0.0,0,1,1,1,1,1,1,5.0,0.0,1,8121750.0,1,0,1.0,5.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2846,tour_4466,85,2,1.0,1.0,1,1,1,1,0,0,1,5.0,5.0,1,13162114.0,1,0,2.0,10.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2847,tour_4468,111,0,0.0,1.0,0,0,0,0,0,0,0,24.0,0.0,1,2560545.0,0,0,1.0,24.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2848,tour_4469,100,3,1.0,1.0,0,0,0,0,0,0,0,0.0,15.0,1,4972500.0,1,0,2.0,15.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2849,tour_447,51,2,0.0,1.0,0,0,0,0,0,0,0,2.0,0.0,0,82875.0,0,1,1.0,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2850,tour_4471,112,3,2.0,0.0,0,0,0,0,0,0,0,7.0,0.0,1,3580200.0,0,0,2.0,7.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2851,tour_4472,51,0,0.0,1.0,0,0,0,0,0,0,0,7.0,0.0,0,215186.4,0,1,1.0,7.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2852,tour_4473,29,2,1.0,1.0,0,0,0,0,0,0,0,0.0,6.0,1,3315000.0,1,1,2.0,6.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2853,tour_4476,100,0,3.0,1.0,1,1,1,1,1,1,0,7.0,7.0,1,215000.0,1,0,4.0,14.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2854,tour_4477,96,2,1.0,1.0,0,0,0,0,0,0,0,6.0,4.0,1,16906500.0,1,0,2.0,10.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2855,tour_4478,28,0,1.0,0.0,0,0,0,0,0,0,0,2.0,0.0,1,110000.0,0,1,1.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2856,tour_448,95,3,1.0,0.0,0,0,0,0,0,0,0,2.0,0.0,1,663000.0,0,1,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2857,tour_4480,95,2,1.0,1.0,1,1,1,1,0,0,0,0.0,7.0,1,3911700.0,1,1,2.0,7.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2858,tour_4482,112,3,1.0,0.0,0,1,1,1,1,1,0,4.0,0.0,0,7491900.0,1,0,1.0,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2859,tour_4483,111,2,0.0,1.0,1,1,1,1,1,1,0,9.0,0.0,1,4757025.0,1,0,1.0,9.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2860,tour_4484,33,2,1.0,0.0,0,0,0,0,0,0,0,11.0,6.0,1,414375.0,1,0,1.0,17.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2861,tour_4485,112,3,0.0,1.0,0,1,1,1,1,1,0,7.0,0.0,1,5138250.0,1,0,1.0,7.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2862,tour_4486,95,3,1.0,1.0,0,0,0,0,0,0,0,5.0,0.0,1,19890000.0,0,1,2.0,5.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2863,tour_4488,3,2,0.0,1.0,0,1,1,1,1,1,0,10.0,4.0,1,5469750.0,1,0,1.0,14.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2864,tour_4489,116,2,0.0,1.0,0,0,0,0,0,0,0,4.0,0.0,1,330000.0,0,1,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2865,tour_449,3,2,2.0,0.0,0,0,0,0,0,0,0,42.0,7.0,1,9099675.0,0,0,2.0,49.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2866,tour_4490,33,0,1.0,1.0,1,1,1,1,0,0,0,0.0,10.0,1,11800516.0,1,0,2.0,10.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2867,tour_4493,112,3,1.0,0.0,0,1,1,1,1,1,0,13.0,2.0,1,9945000.0,1,0,1.0,15.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2868,tour_4494,47,3,1.0,1.0,1,1,1,1,0,0,0,0.0,7.0,1,8453250.0,1,0,2.0,7.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2869,tour_4495,116,2,0.0,1.0,0,0,0,0,0,0,0,5.0,0.0,1,500000.0,0,1,1.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2870,tour_4498,47,3,1.0,1.0,1,1,1,1,1,1,1,0.0,14.0,1,8950500.0,1,0,2.0,14.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2871,tour_45,77,0,2.0,2.0,0,0,0,0,0,0,0,4.0,4.0,1,268940.0,1,0,4.0,8.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2872,tour_450,96,3,1.0,2.0,1,1,1,0,1,1,1,11.0,3.0,1,6961500.0,1,0,3.0,14.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2873,tour_4500,117,2,0.0,2.0,0,0,0,0,0,0,0,1.0,0.0,0,994500.0,0,1,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2874,tour_4502,95,2,1.0,1.0,1,1,1,1,0,1,1,0.0,5.0,1,33315750.0,1,1,2.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2875,tour_4503,33,3,1.0,1.0,1,1,1,1,0,1,0,7.0,6.0,1,16906500.0,1,0,2.0,13.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2876,tour_4505,3,2,3.0,0.0,0,0,0,0,0,0,0,0.0,4.0,1,2486250.0,1,0,3.0,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2877,tour_4506,112,4,1.0,0.0,1,1,1,1,1,1,0,5.0,0.0,1,7558200.0,0,0,1.0,5.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2878,tour_4511,117,2,0.0,2.0,0,0,0,0,0,0,0,2.0,0.0,1,992000.0,0,1,2.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2879,tour_4512,96,2,1.0,1.0,1,1,1,1,0,0,0,10.0,9.0,1,13260000.0,1,0,2.0,19.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2880,tour_4513,117,2,0.0,1.0,0,0,0,0,0,0,0,2.0,0.0,1,1989000.0,0,1,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2881,tour_4515,33,3,1.0,2.0,1,1,1,1,1,1,1,4.0,3.0,1,29955156.0,1,0,3.0,7.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2882,tour_4516,111,3,1.0,1.0,0,1,1,1,1,1,1,5.0,3.0,1,11408650.5,1,0,2.0,8.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2883,tour_4517,117,2,0.0,1.0,0,0,0,0,0,0,0,1.0,0.0,1,497250.0,0,1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2884,tour_4518,116,2,0.0,1.0,0,0,0,0,0,0,0,2.0,0.0,0,150000.0,0,1,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2885,tour_4519,111,0,0.0,1.0,0,1,1,0,0,1,0,20.0,0.0,1,11380200.0,1,0,1.0,20.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2886,tour_452,95,2,0.0,1.0,0,0,0,0,0,0,0,3.0,0.0,1,109395.0,1,1,1.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2887,tour_4522,112,3,1.0,1.0,0,1,1,1,1,1,0,5.0,0.0,1,2817750.0,1,0,2.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2888,tour_4523,51,2,5.0,4.0,0,1,1,1,1,1,0,3.0,0.0,0,16669477.5,1,1,9.0,3.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2889,tour_4524,24,3,0.0,1.0,0,0,0,0,0,0,0,11.0,0.0,1,2428237.5,1,0,1.0,11.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2890,tour_4525,14,2,1.0,0.0,0,0,0,0,0,0,0,45.0,5.0,0,82875000.0,0,0,1.0,50.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2891,tour_4526,35,3,1.0,1.0,1,1,1,1,1,1,0,5.0,0.0,1,16348253.32,1,0,2.0,5.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2892,tour_4527,3,3,1.0,0.0,0,1,1,1,1,1,0,5.0,0.0,1,5138250.0,1,0,1.0,5.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2893,tour_4528,111,3,2.0,1.0,1,1,1,1,1,1,1,7.0,0.0,1,19890000.0,1,0,3.0,7.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2894,tour_453,112,4,1.0,0.0,1,1,1,1,1,1,0,10.0,4.0,1,10773750.0,1,0,1.0,14.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2895,tour_4530,17,3,1.0,2.0,0,0,1,1,0,0,0,9.0,0.0,1,9282000.0,0,0,3.0,9.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2896,tour_4531,112,2,0.0,1.0,0,0,0,0,0,0,0,2.0,0.0,1,663000.0,1,0,1.0,2.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2897,tour_4532,112,4,1.0,1.0,0,1,1,0,1,1,0,12.0,0.0,1,15746250.0,1,0,2.0,12.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2898,tour_4534,100,2,0.0,1.0,0,1,1,1,1,1,0,13.0,0.0,1,3315000.0,1,0,1.0,13.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2899,tour_4535,112,2,0.0,2.0,0,1,1,1,1,0,0,10.0,0.0,1,11934000.0,1,0,2.0,10.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2900,tour_4536,47,4,1.0,1.0,1,1,1,1,1,1,1,6.0,0.0,1,11105250.0,1,0,2.0,6.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2901,tour_4537,112,4,1.0,1.0,1,1,1,1,1,1,0,12.0,0.0,1,17403750.0,1,0,2.0,12.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2902,tour_4538,111,2,0.0,2.0,0,1,1,0,0,1,0,11.0,0.0,1,6630000.0,1,0,2.0,11.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2903,tour_4539,35,4,2.0,1.0,1,1,1,0,1,0,0,14.0,0.0,1,18066750.0,1,0,3.0,14.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2904,tour_454,111,2,0.0,1.0,0,0,0,0,0,0,0,5.0,3.0,0,165750.0,1,0,1.0,8.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2905,tour_4541,112,3,1.0,1.0,0,0,0,0,0,0,0,11.0,3.0,1,828750.0,1,0,2.0,14.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2906,tour_4542,112,2,1.0,1.0,0,0,0,0,0,0,0,5.0,0.0,0,9116250.0,1,0,2.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2907,tour_4544,61,2,1.0,2.0,0,0,0,0,0,0,0,39.0,0.0,1,194550.0,0,1,3.0,39.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2908,tour_4545,112,3,1.0,4.0,1,1,1,1,1,1,1,5.0,3.0,1,45415500.0,1,0,5.0,8.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2909,tour_4546,25,0,2.0,0.0,0,0,0,0,0,0,0,9.0,5.0,1,6630000.0,1,0,2.0,14.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2910,tour_4547,33,2,1.0,1.0,1,1,1,1,0,0,0,0.0,13.0,1,5421682.5,1,0,2.0,13.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2911,tour_4548,110,3,1.0,1.0,0,0,0,0,0,0,0,2.0,0.0,1,663000.0,1,0,2.0,2.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2912,tour_455,95,2,0.0,1.0,0,0,0,0,0,0,0,3.0,0.0,1,2486250.0,0,1,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2913,tour_4550,95,3,0.0,1.0,1,1,1,0,0,0,0,1.0,0.0,0,2154750.0,0,1,1.0,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2914,tour_4551,33,3,2.0,2.0,1,1,1,1,1,1,0,7.0,3.0,1,26520000.0,1,0,4.0,10.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
